,gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges
5829,0,0,1,31,0,0,0,1,59.95
3235,1,0,0,61,0,0,0,1,43.7
2366,1,1,0,1,1,0,1,0,70.15
1187,1,1,0,71,1,1,1,2,104.05
274,0,0,0,1,1,0,1,0,70.6
3978,0,0,0,3,1,0,1,0,90.7
1361,0,0,0,4,1,1,1,0,78.45
6271,0,1,0,27,1,1,1,1,85.9
1526,1,0,0,3,1,0,1,0,95.4
3312,0,0,0,1,1,0,0,0,20.3
3023,0,0,1,72,1,1,0,2,89.7
6941,1,0,1,61,0,0,0,1,50.7
4246,0,0,1,68,1,1,1,2,110.2
4617,1,0,0,2,1,0,0,0,20.7
6619,1,0,0,9,1,0,0,0,20.15
1337,0,0,0,31,1,0,0,2,20.4
945,1,0,0,3,1,1,1,0,74.4
6787,0,0,1,35,1,1,1,0,109.95
2250,1,0,0,15,1,0,0,1,20.1
5783,1,1,0,1,1,0,1,0,89.3
3473,0,0,0,42,1,1,1,0,106.15
3044,1,0,0,1,1,0,0,0,45.4
2346,1,0,1,71,1,1,1,2,95.75
68,1,0,1,50,1,0,0,2,20.15
5152,1,0,1,55,1,1,0,2,25.65
4996,1,0,0,47,1,1,0,2,74.05
1598,0,0,0,27,1,0,0,2,19.55
3309,1,0,0,25,1,0,0,1,19.9
5059,1,0,0,36,1,1,1,0,99.15
4560,0,0,1,9,1,1,1,1,90.35
1503,1,1,0,45,1,1,1,1,102.15
4365,0,0,0,63,1,1,0,2,79.8
150,1,0,1,8,1,0,0,0,68.55
4310,0,0,0,72,0,0,0,2,65.6
2086,0,0,1,17,1,0,1,0,80.85
6417,1,1,0,51,1,1,1,0,77.5
2259,1,0,0,8,1,0,0,2,20.85
3049,1,0,0,3,1,0,0,0,19.75
5804,1,0,1,71,1,1,0,2,23.9
5424,0,1,0,65,1,1,1,2,92.7
6793,0,0,1,72,1,1,1,2,108.4
859,0,0,1,72,0,0,0,2,64.8
6196,0,0,0,69,1,1,1,2,110.05
2718,0,0,0,62,0,0,0,2,43.7
4490,1,1,0,54,1,1,1,1,115.6
3193,1,0,1,3,1,0,0,2,19.1
366,0,0,0,23,1,0,0,0,59.95
1432,0,0,0,35,1,0,0,0,20.75
4923,1,0,0,52,1,0,0,0,49.75
1779,1,0,0,2,1,0,1,0,91.15
4280,0,0,1,64,1,0,0,2,19.7
3258,0,0,0,1,0,0,0,0,24.4
1818,0,0,1,60,1,1,1,0,74.35
6884,0,0,0,3,0,0,0,0,35.15
841,1,0,0,72,1,1,1,2,105.0
1189,0,0,0,3,1,0,1,0,85.7
175,1,0,0,34,1,1,0,0,24.7
3684,0,0,0,43,1,1,1,0,75.35
617,1,1,0,66,1,1,1,1,102.85
2093,0,0,1,10,1,1,0,0,24.8
6535,0,0,0,35,1,0,1,1,102.35
4092,1,0,0,1,1,0,0,0,20.25
3717,0,0,0,29,1,0,0,0,48.95
1030,1,0,1,50,1,0,1,0,69.75
3671,1,0,0,1,1,1,1,0,75.1
300,0,0,0,23,1,0,0,1,64.9
1472,0,0,1,13,1,1,1,0,74.4
283,1,0,0,68,1,1,0,0,54.45
2028,1,0,0,15,1,0,0,2,19.6
3491,0,0,0,44,1,0,0,1,70.95
6111,1,0,0,40,1,1,1,0,83.85
5582,1,0,0,48,1,1,0,2,24.0
1813,0,0,0,1,1,0,0,0,75.5
1271,1,0,0,53,0,0,0,1,53.6
2716,1,0,0,19,1,0,0,0,44.9
4545,1,0,0,1,1,0,0,0,44.15
3646,0,0,0,39,1,0,1,1,81.9
2313,0,0,1,43,1,1,1,1,104.3
2008,1,0,1,4,1,1,1,0,87.1
4231,0,0,0,71,1,1,0,2,80.6
2642,1,0,0,47,1,0,1,0,85.3
3265,0,0,1,29,1,0,1,0,70.75
6415,1,0,0,58,0,0,0,1,45.35
3796,1,0,0,15,1,1,0,0,49.1
6917,1,0,0,72,1,1,1,2,84.05
3194,1,1,0,43,0,0,0,0,55.55
99,1,1,0,25,1,0,1,0,98.5
5087,1,0,0,2,1,0,0,0,20.35
744,1,0,0,5,1,0,0,0,44.05
6513,0,0,1,15,1,1,0,0,59.65
480,0,0,1,11,1,0,0,2,19.65
4650,1,0,1,37,1,1,0,0,26.45
6839,1,0,0,11,1,1,1,0,100.75
4962,1,0,1,17,1,0,0,0,74.55
1157,1,1,0,62,1,1,1,1,97.95
1437,0,0,0,27,1,1,0,0,49.0
2414,1,0,0,25,1,0,0,1,20.2
4100,0,0,0,50,1,0,0,2,19.8
402,0,0,1,69,1,1,1,0,99.45
2195,1,0,0,28,1,1,0,1,25.55
949,0,0,1,35,1,0,0,2,20.5
3781,0,0,0,29,1,0,0,1,19.1
2067,0,1,0,65,1,1,1,1,103.15
4769,0,0,1,35,1,0,0,1,19.9
4918,0,0,1,51,1,0,0,2,19.55
668,1,0,0,4,1,0,0,0,45.65
218,0,0,1,65,1,1,0,2,84.2
1962,0,0,0,23,1,0,1,1,99.95
3010,0,1,1,38,1,1,1,0,80.45
3519,0,1,0,43,1,1,1,0,84.85
2213,1,0,1,12,1,1,0,2,25.25
2633,1,0,0,65,1,1,1,1,100.15
4077,1,1,1,14,1,1,1,0,95.8
3555,0,0,0,20,1,1,1,0,85.25
4708,1,0,1,56,1,0,0,2,61.3
4657,0,0,0,42,0,0,0,0,25.1
2145,0,0,0,11,1,0,1,0,72.9
777,0,0,0,2,1,1,1,0,82.0
2434,1,0,1,3,1,0,0,0,19.65
4536,0,0,0,1,1,0,1,0,69.35
3909,0,0,0,11,1,0,0,2,19.55
4643,0,0,0,3,1,1,0,0,65.25
1491,1,0,0,1,1,0,0,0,19.55
2917,0,0,1,68,1,0,0,2,19.95
5780,0,0,1,53,1,0,0,1,20.2
6405,1,1,0,60,1,1,1,1,101.4
5265,1,0,0,66,1,1,1,1,88.9
4017,1,0,0,28,1,1,0,1,59.0
517,1,1,0,5,1,0,1,0,70.05
4740,0,1,0,24,0,0,0,0,39.1
6869,1,0,1,45,1,0,0,1,54.15
3822,1,0,1,6,1,1,1,0,94.05
4818,0,1,0,64,1,0,1,1,80.3
6857,0,0,1,58,1,0,1,0,92.85
3340,1,1,0,5,1,1,1,0,83.15
4878,0,0,0,31,1,1,0,0,59.05
568,1,0,0,35,1,1,1,0,100.25
360,0,0,1,5,1,0,0,0,20.2
3123,0,0,0,16,1,0,1,0,69.95
4574,1,1,0,72,1,1,1,1,105.75
6472,1,0,1,60,1,1,1,1,94.15
3025,0,0,1,67,1,1,0,2,26.3
759,1,0,1,72,1,1,1,2,90.35
3590,1,0,0,50,1,0,0,1,19.85
6743,0,0,0,10,1,1,0,0,24.0
5714,1,0,1,4,1,1,1,0,97.95
4663,1,1,0,4,1,1,1,0,74.9
214,0,1,0,23,1,1,1,0,86.8
6837,0,1,0,6,1,0,1,0,79.7
3833,0,0,0,12,1,1,0,0,74.75
2858,1,0,0,10,1,0,0,0,20.55
4733,0,0,0,12,1,0,1,0,84.6
4078,0,0,1,22,1,0,0,1,67.5
3148,1,0,0,47,1,0,1,0,75.45
1473,1,0,0,24,1,1,1,0,98.75
2244,1,0,0,34,1,1,0,1,64.4
725,0,1,0,9,1,0,0,0,21.25
3995,0,0,1,28,1,0,1,0,74.9
49,1,0,1,69,1,1,0,2,64.15
6406,1,0,0,39,0,0,0,0,50.65
887,1,1,0,27,1,1,1,1,110.5
6159,1,0,1,2,1,0,0,1,20.5
5033,1,0,0,1,1,0,0,0,19.4
6357,0,0,0,65,1,1,1,1,89.75
516,1,0,0,28,1,0,0,1,54.3
3000,0,0,0,12,1,1,1,0,84.45
139,1,1,0,1,1,0,1,0,70.45
3003,0,0,1,27,1,1,1,0,79.5
3979,0,0,1,66,1,1,0,2,25.3
6400,1,0,0,72,1,1,0,2,59.75
6446,0,1,1,58,1,1,1,1,89.85
463,0,0,0,7,1,1,1,0,99.8
4329,1,0,1,17,1,1,1,0,94.4
1233,1,0,1,70,1,1,0,2,24.7
594,0,0,0,1,1,0,0,0,45.6
450,1,0,0,64,1,1,0,1,24.7
3768,1,0,0,55,1,1,1,0,77.75
3214,0,1,0,51,1,1,1,1,79.6
5798,1,0,0,5,1,1,1,0,85.2
312,1,0,0,43,1,1,1,2,115.05
3411,0,1,0,53,1,1,1,0,101.9
4245,0,0,1,63,1,0,0,2,19.7
6672,0,0,0,27,1,0,0,2,20.35
451,1,1,0,22,1,0,0,0,69.75
5686,0,1,0,6,1,0,1,0,85.15
890,0,0,1,31,1,1,1,0,89.3
2763,0,0,1,64,1,0,1,0,81.05
4320,0,0,0,71,1,0,0,1,20.85
1506,0,0,0,68,0,0,0,2,54.1
6909,1,0,0,1,1,0,0,0,53.55
6587,0,1,0,64,1,1,1,0,103.5
999,0,0,0,2,1,0,0,0,70.3
389,0,0,1,1,1,0,0,0,44.0
2330,0,0,1,28,1,1,0,0,64.4
1476,0,0,0,2,1,0,0,0,20.25
2240,1,1,1,72,1,1,0,2,89.55
6327,0,0,0,28,1,0,1,1,91.25
6337,1,0,1,55,1,1,1,1,100.9
5875,1,0,0,65,1,0,0,2,71.0
5938,0,1,1,34,1,1,1,0,108.9
2775,0,1,0,53,1,1,0,1,60.05
1923,0,0,1,37,1,0,0,2,19.8
758,1,0,1,15,1,0,1,0,85.9
6595,0,0,0,71,1,0,0,2,82.55
6161,0,0,0,7,1,0,1,0,74.35
1293,0,0,1,67,1,1,1,2,111.2
6206,0,0,0,52,1,1,1,0,95.65
6913,1,0,1,69,1,1,1,1,108.75
3268,0,0,1,24,1,1,0,1,74.8
1907,1,0,0,7,1,0,0,0,78.5
5641,0,0,1,39,1,1,0,1,25.45
4880,0,0,0,50,1,0,0,2,20.55
368,0,0,0,71,1,1,1,1,98.65
1937,1,0,1,13,1,0,0,2,19.55
1151,1,0,0,1,1,0,0,0,18.85
4461,0,0,0,29,1,0,1,0,94.2
6666,1,1,0,27,1,1,0,0,83.85
6928,0,0,1,48,1,0,0,1,55.8
191,0,0,0,6,1,0,1,0,91.0
6069,0,0,1,59,1,0,0,1,76.75
5762,0,1,0,30,1,1,1,0,105.7
174,1,0,0,32,1,0,0,1,20.55
1903,0,0,0,3,1,0,1,0,92.0
1099,0,0,1,5,1,1,0,0,55.7
4661,1,0,1,70,1,1,0,2,89.0
2927,0,0,0,1,1,0,1,0,69.9
2292,1,0,1,54,1,1,0,2,91.3
6225,0,0,1,72,1,1,1,2,106.1
6850,0,0,1,66,1,1,0,2,65.7
3946,1,0,0,9,0,0,0,0,58.5
6052,1,0,1,41,1,0,0,2,78.45
1164,1,1,0,71,1,1,0,2,82.7
3767,0,0,0,72,1,1,1,2,110.9
4031,1,0,0,72,1,1,1,2,110.45
2939,0,1,0,12,1,0,1,0,83.8
5241,0,0,0,55,1,0,0,1,64.2
4975,0,0,0,72,1,1,1,2,103.75
1661,1,1,0,65,1,1,1,0,108.8
508,1,0,1,6,1,1,1,0,80.5
166,1,0,0,4,1,0,1,0,70.9
4266,0,0,0,62,1,1,1,1,102.0
4834,0,0,1,67,1,1,0,2,24.65
4240,0,0,0,8,1,1,1,0,94.0
4742,0,0,0,72,1,0,0,2,20.8
103,1,1,0,66,0,0,0,1,45.55
5430,0,0,0,10,1,1,0,0,72.15
4258,1,1,0,43,1,1,1,1,109.55
4241,1,0,1,22,1,0,0,0,61.15
3795,0,0,0,12,1,0,1,0,81.45
5386,0,0,0,10,1,0,0,0,45.8
1752,0,0,0,27,1,0,0,1,48.7
6286,1,0,1,8,1,0,0,0,20.05
6688,1,0,1,12,1,0,0,2,20.3
2899,0,0,0,71,0,0,0,2,53.95
1658,0,0,1,50,1,1,1,0,105.95
152,1,0,1,70,1,1,1,1,108.15
4102,0,0,1,7,1,0,0,0,44.75
2483,0,1,1,46,1,1,1,0,100.7
1583,1,0,1,6,1,1,0,0,48.95
5923,1,0,0,6,1,0,1,0,89.25
2552,1,0,0,47,1,1,0,1,26.9
6990,0,0,0,36,1,0,1,0,93.6
4624,0,0,0,8,1,0,1,0,94.7
3583,0,0,1,40,0,0,0,1,60.3
5166,0,0,0,61,1,1,1,1,104.0
2941,0,0,0,72,1,1,1,2,97.95
6147,1,1,0,39,1,0,1,1,99.1
2209,0,0,0,8,1,0,0,0,19.55
4326,0,0,0,1,1,0,1,0,89.1
4233,1,0,0,33,0,0,0,2,59.55
1822,1,0,1,31,1,1,1,0,86.55
5428,1,0,0,9,1,0,1,0,89.45
3935,1,0,0,70,1,0,0,2,19.85
4220,0,0,1,55,1,0,0,1,19.5
4454,0,0,0,4,1,0,0,0,19.4
309,0,0,1,48,1,1,0,1,78.75
212,0,0,1,61,1,0,0,2,19.75
3497,1,1,0,2,1,0,1,0,69.3
4213,1,0,0,6,1,0,0,0,50.8
5880,0,0,0,3,0,0,0,0,29.6
495,0,0,0,22,0,0,0,1,43.75
205,1,0,0,33,1,0,1,1,79.95
1434,0,0,0,12,1,1,1,0,99.95
1135,1,1,0,72,1,1,1,2,114.65
2584,1,0,0,58,1,0,0,0,65.25
868,0,0,0,59,1,1,1,1,85.55
2749,0,0,1,34,1,1,0,1,77.2
305,0,0,1,52,1,1,0,2,24.8
1849,0,0,0,10,1,0,0,0,45.55
3121,1,1,0,16,1,0,0,0,59.4
1988,0,1,0,58,1,1,1,1,108.85
2798,0,0,0,10,1,0,1,0,94.9
6889,0,0,0,3,1,0,1,0,89.85
1534,1,0,1,69,1,0,0,2,19.8
843,1,0,0,13,0,0,0,0,30.85
1987,1,0,1,25,1,0,1,0,89.15
5629,0,1,0,1,1,0,0,0,20.05
4725,0,0,0,1,1,1,0,0,62.05
3552,0,0,0,68,1,1,1,2,102.1
383,0,0,0,1,1,1,1,0,90.85
1538,0,0,0,8,1,1,1,0,100.85
211,1,0,0,1,0,0,0,0,25.25
1957,1,0,0,46,1,1,0,0,53.1
4601,0,0,0,45,1,1,1,0,103.65
2438,1,0,0,8,1,1,1,0,103.35
2727,0,0,0,5,1,1,1,0,94.85
3257,0,0,0,22,1,0,1,0,93.2
3787,1,0,0,58,1,0,1,0,95.3
1349,1,0,0,51,0,0,0,0,49.65
4402,0,0,0,39,0,0,0,0,48.95
2984,1,0,0,26,1,1,0,1,26.0
5385,0,0,0,53,1,1,1,0,85.45
680,0,0,1,1,1,0,1,0,80.0
180,1,0,0,1,0,0,0,0,29.95
6702,0,0,1,18,1,0,1,0,85.6
6723,0,0,0,46,1,0,0,2,20.05
6504,0,0,0,3,1,0,1,0,79.25
6068,1,0,1,12,1,0,0,0,44.55
278,0,0,0,14,0,0,0,0,55.0
2970,0,1,0,5,1,0,1,0,70.25
6701,0,0,1,28,1,0,1,1,100.35
2480,0,1,0,59,1,1,1,0,93.85
289,0,0,0,10,1,0,0,0,44.85
4370,1,0,0,21,1,0,0,1,80.9
5284,1,1,0,5,0,0,0,0,45.7
993,1,0,1,10,1,1,0,2,26.1
2236,0,1,0,5,1,0,1,0,71.45
5438,0,0,0,9,1,0,1,0,79.9
39,1,0,0,11,1,1,1,0,97.85
4963,0,0,0,47,1,0,0,2,73.6
2754,0,0,0,3,0,0,0,0,41.35
5643,0,0,0,1,1,0,1,0,75.9
3722,0,0,1,23,0,0,0,1,40.65
270,1,1,0,16,1,0,1,0,94.45
3002,0,0,0,27,1,0,0,1,81.7
2883,0,0,1,68,1,1,0,2,25.75
5837,1,0,0,2,0,0,0,0,51.4
3128,0,0,1,5,1,0,0,0,20.35
5899,0,1,0,67,1,1,1,0,75.7
111,1,0,0,52,1,0,0,1,57.95
1391,0,0,0,29,1,1,1,0,85.8
2600,1,0,0,1,1,0,1,0,70.1
220,1,0,0,4,1,0,1,0,70.15
5890,1,0,0,69,1,1,0,2,85.35
4071,1,0,0,16,0,0,0,0,38.9
5658,0,0,0,24,1,1,1,0,93.0
83,1,0,0,42,1,0,1,0,103.8
873,1,0,0,60,0,0,0,0,50.8
6524,0,0,1,10,1,1,1,0,95.2
4391,1,0,0,9,1,0,0,0,59.5
461,1,0,0,24,1,0,0,0,69.45
6188,0,0,0,18,1,0,0,0,20.05
551,1,0,1,72,1,1,1,2,115.6
3405,1,0,1,64,1,1,1,0,86.8
2374,0,0,0,2,1,0,0,0,19.4
6572,0,0,0,68,1,1,0,2,90.8
2246,1,0,1,1,1,1,1,0,102.45
6627,1,0,0,59,1,0,0,1,20.35
3869,0,0,0,50,1,1,1,1,98.25
2450,1,0,1,72,1,1,1,2,110.45
2329,1,0,0,57,1,1,1,1,94.7
6532,1,1,0,18,1,0,0,1,20.35
2146,1,0,0,62,1,1,1,1,115.05
6635,0,0,0,24,1,0,0,1,20.1
5900,0,0,1,37,0,0,0,0,40.2
6211,1,0,1,5,1,0,1,0,85.75
650,1,0,0,3,1,0,1,0,69.55
708,0,0,0,29,1,0,1,0,75.3
6874,1,0,0,31,1,0,0,0,49.2
4977,0,0,1,24,1,0,0,1,20.8
5784,1,0,0,18,1,0,1,0,74.8
6325,1,0,1,17,1,0,1,0,91.85
6148,1,0,0,69,1,1,0,2,66.9
1424,1,0,1,48,1,0,0,1,19.95
1216,0,0,1,54,1,0,0,2,20.4
5842,1,0,0,13,1,1,0,0,78.75
1924,1,1,1,22,1,1,1,0,85.35
6108,0,0,0,18,0,0,0,0,25.15
4434,1,0,0,16,1,1,1,0,90.7
314,0,0,0,5,1,0,1,0,80.6
3817,1,0,0,53,1,0,0,2,20.25
1427,0,1,0,44,1,0,1,0,73.85
6460,0,0,0,44,1,0,1,0,100.55
6328,1,0,0,70,1,1,0,2,89.75
3956,1,0,0,6,1,1,1,0,105.3
5694,1,0,0,33,1,0,0,1,51.45
3008,1,0,0,11,1,0,0,1,20.0
5828,1,0,1,72,1,1,0,2,24.45
1105,1,0,0,9,1,0,1,0,79.75
6530,0,1,0,63,0,0,0,1,36.1
4317,1,0,1,3,1,0,0,1,20.55
7042,0,0,0,66,1,0,1,2,105.65
4882,1,0,0,66,0,0,0,2,62.5
684,1,0,0,1,1,0,1,0,71.1
5155,1,0,0,30,1,0,1,1,94.4
2765,0,0,0,13,1,0,1,0,70.15
5429,1,0,1,72,1,1,0,2,79.5
4561,1,0,1,8,1,1,0,0,55.75
2451,0,0,1,28,1,1,1,1,106.1
5834,1,0,0,65,1,1,1,0,105.05
326,1,1,0,11,1,0,1,0,82.9
4988,1,0,0,26,1,0,0,1,19.2
5889,0,1,0,59,0,0,0,0,50.25
2176,0,0,1,67,1,0,0,2,19.4
3625,1,0,0,71,1,0,0,2,19.85
4894,0,1,0,57,1,1,0,1,71.1
6093,1,0,0,71,0,0,0,2,47.05
6094,0,0,0,57,1,0,0,2,20.55
2787,0,0,1,72,1,1,0,2,26.1
5071,0,0,0,1,1,0,1,0,75.35
5755,0,1,0,15,1,1,1,0,96.5
1676,1,0,0,4,1,1,1,0,80.15
348,1,0,0,23,0,0,0,0,44.95
5138,0,1,0,71,1,1,1,2,106.8
3599,1,0,1,45,1,1,0,0,81.3
4925,0,0,0,64,1,1,1,1,108.5
1626,0,0,0,20,1,1,0,0,59.2
4273,1,0,0,31,1,1,1,0,79.85
3159,0,1,0,3,1,1,1,0,94.85
5041,0,0,0,20,1,0,0,1,20.65
871,0,0,1,57,1,0,1,1,97.55
4883,0,1,0,8,0,0,0,0,29.4
4108,0,0,1,33,1,0,0,1,19.45
6145,1,0,1,67,0,0,0,2,54.2
2218,1,0,1,71,1,0,0,2,82.0
5521,0,0,0,59,1,0,0,0,64.65
2121,0,0,0,1,1,0,0,0,20.45
5985,1,0,0,57,1,1,0,1,74.6
3357,1,0,1,1,1,0,0,0,59.2
85,0,0,0,9,1,1,1,0,99.3
3937,1,0,0,4,1,0,0,0,20.15
1877,0,0,0,72,1,1,0,2,88.55
2801,1,0,1,62,1,1,1,1,106.05
5557,1,0,0,5,1,0,1,0,80.2
2640,0,0,0,22,1,0,1,0,94.95
6027,0,0,1,35,1,1,0,2,25.45
2880,0,0,0,12,1,0,1,0,79.95
3323,1,0,1,28,1,0,0,0,20.25
494,0,0,0,1,1,0,0,0,20.4
2019,0,0,0,67,1,1,1,1,104.1
2525,0,0,1,72,1,1,1,2,97.75
4717,0,0,0,38,1,1,1,1,110.7
3166,0,0,0,14,1,0,0,0,48.8
3858,0,0,0,47,1,0,0,1,86.95
1270,0,0,1,63,1,1,0,2,24.65
4174,1,0,0,37,0,0,0,0,28.6
3821,1,1,0,1,1,1,1,0,74.2
2895,1,0,0,37,1,0,0,1,19.85
3680,0,0,0,9,0,0,0,0,40.65
5820,0,0,0,60,1,0,0,1,59.8
618,1,0,0,57,1,1,1,0,87.55
6025,1,0,1,41,1,0,0,0,45.2
5185,1,0,1,50,1,0,0,1,70.8
3664,0,0,0,4,1,0,0,0,50.8
4531,0,0,1,9,1,1,1,0,79.35
3113,0,0,0,36,1,1,1,0,95.4
4180,1,1,0,2,0,0,0,0,24.35
1413,0,0,1,65,1,1,1,2,94.55
2201,1,0,0,36,1,0,0,1,85.85
2001,1,0,0,5,1,0,0,0,20.15
5252,0,1,0,71,1,1,1,0,107.5
869,0,0,1,3,1,1,0,2,26.4
2358,1,0,0,55,1,0,0,1,19.7
2006,0,0,0,5,1,1,0,0,47.15
3090,0,0,0,1,1,0,0,0,53.5
4472,0,0,1,68,1,0,1,2,80.35
4874,1,0,0,38,1,0,1,0,83.9
356,1,1,0,16,1,1,0,0,54.1
1162,1,0,0,67,1,0,0,1,72.35
5347,0,0,0,72,1,1,1,2,116.95
3064,1,0,0,21,1,0,1,0,68.65
3125,0,0,0,4,1,0,0,0,19.0
3492,1,0,0,3,0,0,0,0,29.2
5484,0,0,1,69,1,1,1,2,99.35
3749,0,1,0,2,1,1,1,0,93.85
6945,0,0,1,70,1,1,1,2,98.3
1890,1,0,1,1,1,0,0,0,21.0
579,0,0,0,2,1,0,0,0,19.65
2319,0,0,1,11,1,0,1,0,90.6
5628,1,0,0,13,1,1,1,0,96.65
1691,0,0,1,60,1,0,0,2,19.65
862,0,1,0,20,1,0,1,0,73.65
4765,0,0,0,37,0,0,0,2,35.8
4522,0,0,0,30,1,0,0,1,20.7
2380,0,0,1,60,1,1,1,0,103.75
2378,1,0,0,35,1,0,1,0,70.3
4960,0,1,0,50,1,1,1,0,95.7
5451,1,0,0,71,1,1,1,1,95.65
4625,1,1,0,8,1,0,1,0,74.05
1116,1,0,0,38,1,1,0,1,24.25
1541,0,0,0,72,1,0,0,2,19.85
6960,1,1,0,42,1,1,1,0,95.55
5416,1,0,1,57,1,0,1,1,95.0
6478,1,0,0,60,1,1,1,2,110.8
3649,0,0,1,71,1,1,0,2,25.35
4751,0,0,0,11,1,1,0,0,23.15
5623,0,0,0,40,1,0,0,0,51.1
3297,1,0,0,42,1,1,0,2,84.35
4706,1,0,0,1,1,0,0,0,44.45
6167,0,0,1,47,1,0,1,0,90.05
2500,0,0,1,50,1,0,0,1,75.5
6220,0,0,1,10,0,0,0,2,53.7
6229,0,0,0,72,1,1,0,2,85.45
6239,0,0,0,72,1,1,1,2,99.4
6247,0,0,0,60,1,1,1,2,89.55
6930,1,0,0,3,1,1,1,0,75.15
6538,0,0,0,2,1,0,1,0,79.85
5300,1,0,1,1,1,0,1,0,80.05
6715,1,0,0,11,1,1,1,0,89.2
6711,1,0,1,49,1,1,1,0,98.35
3409,1,1,0,70,1,1,1,2,113.65
6726,1,1,0,2,1,0,1,0,70.75
5231,0,1,0,16,1,1,1,0,98.75
4677,0,0,0,10,1,0,1,0,99.85
6753,1,0,1,56,1,1,0,1,68.75
2052,1,0,0,48,1,1,1,0,103.85
1776,0,1,0,72,1,1,0,2,25.0
3499,1,0,0,1,1,0,0,0,20.9
4305,1,0,0,29,1,0,0,2,19.55
2536,0,0,0,25,1,1,0,1,25.3
5054,1,0,0,68,1,0,0,1,54.45
3731,0,0,0,2,1,0,1,0,69.8
1592,1,0,1,42,1,0,1,0,77.95
1723,1,0,1,6,1,0,0,2,20.1
5510,0,0,0,18,1,0,1,0,101.3
2611,0,0,0,10,1,0,1,0,70.3
4786,0,0,0,72,1,1,1,2,103.65
490,0,0,1,63,1,1,1,2,104.8
5921,1,0,0,27,1,0,0,1,78.2
2910,1,0,1,35,1,1,0,2,25.4
1006,1,0,0,18,1,1,1,0,90.1
4230,0,0,0,11,1,0,1,0,73.5
2503,0,0,1,44,1,0,0,1,20.6
4436,1,0,1,19,1,0,0,0,60.6
2314,1,0,1,72,1,1,0,2,93.25
2554,1,0,0,18,1,0,0,0,50.0
1417,1,1,0,18,1,0,0,0,49.85
3096,1,0,0,71,0,0,0,2,61.4
25,1,0,0,30,1,0,0,0,55.3
2409,0,0,1,28,0,0,0,1,60.0
1113,1,0,0,37,1,1,1,0,78.95
4176,0,0,1,18,1,0,0,1,19.8
1552,1,0,1,31,1,1,0,2,80.55
6017,0,0,0,5,1,0,0,0,56.15
5259,0,1,0,30,1,1,1,0,77.9
5672,1,0,0,49,1,1,0,1,71.8
433,0,0,0,12,1,0,0,0,45.4
4084,1,0,0,1,1,0,1,0,78.05
2655,1,0,1,4,1,1,1,0,89.6
3927,0,0,0,3,1,0,0,0,20.55
4771,1,0,0,3,1,0,1,0,79.4
5206,0,0,0,37,1,0,0,2,65.6
1127,1,0,1,23,1,0,0,1,66.25
4313,1,0,0,23,1,0,1,0,79.1
5224,1,1,0,45,1,1,1,1,100.15
5552,0,0,1,22,1,0,0,1,20.25
2518,0,0,0,24,1,1,1,0,99.65
6769,0,0,0,48,1,0,0,2,19.85
1102,0,0,1,3,1,0,0,0,56.15
6060,1,1,0,8,1,0,1,0,87.1
4773,0,0,0,44,0,0,0,1,53.95
4248,1,0,0,56,1,1,1,0,90.55
5219,0,0,0,1,1,0,0,0,20.6
4890,0,0,1,53,1,0,1,0,92.55
194,0,0,1,59,1,0,0,2,19.3
615,1,0,0,15,1,1,0,0,48.85
643,1,1,0,49,1,0,1,1,89.85
5062,1,0,0,39,0,0,0,0,55.9
3116,1,1,0,44,1,0,1,1,89.15
3410,0,0,0,3,1,0,0,0,53.4
2776,0,1,0,16,1,0,1,0,74.3
5774,0,0,0,5,1,0,0,0,65.6
5951,1,0,0,37,1,1,1,0,100.3
5902,1,0,0,9,1,0,0,0,50.85
330,1,0,1,35,1,0,0,2,19.85
2207,1,0,0,7,1,0,1,0,86.25
5049,1,0,0,1,1,0,0,0,20.2
6515,1,0,0,29,0,0,0,0,25.1
2670,1,0,1,51,1,1,1,1,95.15
972,0,0,0,58,1,0,0,2,70.1
483,1,0,0,72,1,1,1,1,108.5
2420,0,0,1,4,0,0,0,0,38.55
2602,1,0,1,64,1,1,1,1,111.45
719,0,1,0,68,1,1,1,0,80.35
3624,1,1,1,62,1,1,1,0,96.1
2059,0,0,1,37,1,1,1,0,92.95
2803,1,0,0,43,1,0,0,2,19.65
2566,1,0,1,65,1,1,0,2,91.55
4704,0,0,0,1,1,1,0,0,61.15
32,1,0,1,27,1,0,0,1,66.15
664,1,0,1,57,1,0,0,2,19.5
5540,1,0,1,1,1,0,0,0,20.55
5303,0,0,1,43,0,0,0,0,40.45
5813,0,0,1,48,1,1,1,2,111.8
1444,0,0,1,41,1,0,1,2,111.15
3355,1,0,0,68,1,1,1,2,90.2
2792,1,0,0,15,1,0,0,0,48.85
4956,1,1,0,8,1,0,1,0,94.45
6864,1,1,0,3,0,0,0,0,25.3
1705,1,1,0,55,1,1,1,0,90.45
5170,1,0,0,1,1,0,0,0,19.65
5502,0,1,0,16,1,0,1,0,71.8
4734,0,0,1,39,1,0,0,1,80.0
4063,1,0,0,10,1,1,1,0,94.85
4685,1,0,0,46,1,1,1,2,108.9
3227,0,0,1,12,1,0,0,0,56.3
118,1,0,0,41,1,0,0,2,20.65
2277,0,0,0,65,1,1,1,0,109.15
2905,1,0,0,21,1,0,1,1,79.2
1401,1,1,0,4,1,0,1,0,99.8
